Index,Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days
4064,Cinderace VMAX (FST 045),Fusion-Strike,"0,50 €",492,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Cinderace-VMAX,"12TH NOVEMBER, 2021",0.0,"1,99 €","2,00 €","1,70 €"
4065,Rillaboom VMAX (FST 023),Fusion-Strike,"0,60 €",569,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Rillaboom-VMAX,"12TH NOVEMBER, 2021",0.0,"1,27 €","1,27 €","1,28 €"
4066,Boltund VMAX (FST 104),Fusion-Strike,"0,59 €",541,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Boltund-VMAX-V1,"12TH NOVEMBER, 2021",0.0,"1,32 €","1,48 €","1,24 €"
4067,Cinderace V (FST 043),Fusion-Strike,"0,20 €",891,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Cinderace-V-V1-FST043,"12TH NOVEMBER, 2021",,,,
4068,Greedent V (FST 217),Fusion-Strike,"0,20 €",964,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Greedent-V-V1,"12TH NOVEMBER, 2021",,,,
4069,Greedent VMAX (FST 218),Fusion-Strike,"0,35 €",659,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Greedent-VMAX-V1,"12TH NOVEMBER, 2021",0.0,"1,46 €","1,20 €","1,13 €"
4070,Pikachu V (FST 086),Fusion-Strike,"0,80 €",511,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Pikachu-V,"12TH NOVEMBER, 2021",0.0,"1,70 €","1,74 €","1,48 €"
4071,Eevee (FST 205),Fusion-Strike,"0,02 €",4678,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Eevee,"12TH NOVEMBER, 2021",,,,
4072,Swampert (FST 064),Fusion-Strike,"0,02 €",2043,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Swampert,"12TH NOVEMBER, 2021",,,,
4073,Cross Switcher (FST 230),Fusion-Strike,"0,02 €",3368,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Cross-Switcher,"12TH NOVEMBER, 2021",,,,
4074,Celebi V (FST 245),Fusion-Strike,"26,99 €",219,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Celebi-V,"12TH NOVEMBER, 2021",0.0,"48,74 €","47,52 €","47,83 €"
4075,Mudkip (FST 062),Fusion-Strike,"0,02 €",5114,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Mudkip,"12TH NOVEMBER, 2021",,,,
4076,Onix (FST 138),Fusion-Strike,"0,02 €",6344,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Onix,"12TH NOVEMBER, 2021",,,,
4077,Elesa's Sparkle (FST 260),Fusion-Strike,"1,90 €",369,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Elesas-Sparkle-V2,"12TH NOVEMBER, 2021",0.0,"3,42 €","3,82 €","3,59 €"
4078,Totodile (FST 055),Fusion-Strike,"0,02 €",6068,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Totodile,"12TH NOVEMBER, 2021",,,,
4079,Bug Catcher (FST 226),Fusion-Strike,"0,02 €",7731,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Bug-Catcher,"12TH NOVEMBER, 2021",,,,
4080,Judge (FST 235),Fusion-Strike,"0,02 €",1772,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Judge,"12TH NOVEMBER, 2021",,,,
4081,Chili & Cilan & Cress (FST 258),Fusion-Strike,"0,79 €",378,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Chili-Cilan-Cress-V2,"12TH NOVEMBER, 2021",0.0,"2,00 €","2,95 €","2,29 €"
4082,Wooloo (FST 222),Fusion-Strike,"0,02 €",5744,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Wooloo-V2,"12TH NOVEMBER, 2021",,,,
4083,Genesect V (FST 255),Fusion-Strike,"7,00 €",252,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Genesect-V-V3,"12TH NOVEMBER, 2021",0.0,"16,83 €","16,85 €","15,40 €"
4084,Marshtomp (FST 063),Fusion-Strike,"0,02 €",1458,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Marshtomp,"12TH NOVEMBER, 2021",,,,
4085,Plusle (FST 089),Fusion-Strike,"0,02 €",5433,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Plusle,"12TH NOVEMBER, 2021",,,,
4086,Meloetta (FST 124),Fusion-Strike,"0,02 €",3587,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Meloetta,"12TH NOVEMBER, 2021",,,,
4087,Dancer (FST 259),Fusion-Strike,"0,95 €",410,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Dancer-V2,"12TH NOVEMBER, 2021",0.0,"1,95 €","3,00 €","1,98 €"
4088,Hoopa V (FST 253),Fusion-Strike,"1,00 €",378,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Hoopa-V,"12TH NOVEMBER, 2021",0.0,"2,36 €","2,28 €","2,13 €"
4089,Growlithe (FST 032),Fusion-Strike,"0,02 €",6116,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Growlithe,"12TH NOVEMBER, 2021",,,,
4090,Snom (FST 084),Fusion-Strike,"0,02 €",6216,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Snom-V1-FST084,"12TH NOVEMBER, 2021",,,,
4091,Adventurer's Discovery (FST 224),Fusion-Strike,"0,02 €",3001,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Adventurers-Discovery,"12TH NOVEMBER, 2021",,,,
4092,Sandaconda V (FST 252),Fusion-Strike,"1,75 €",368,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Sandaconda-V,"12TH NOVEMBER, 2021",0.0,"5,32 €","5,69 €","4,96 €"
4093,Croconaw (FST 056),Fusion-Strike,"0,02 €",3328,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Croconaw,"12TH NOVEMBER, 2021",,,,
4094,Shauna (FST 263),Fusion-Strike,"1,90 €",322,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Shauna-V2,"12TH NOVEMBER, 2021",0.0,"3,39 €","3,00 €","3,57 €"
4095,Corvisquire (FST 220),Fusion-Strike,"0,02 €",3655,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Corvisquire,"12TH NOVEMBER, 2021",,,,
4096,Butterfree (FST 003),Fusion-Strike,"0,03 €",1776,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Butterfree,"12TH NOVEMBER, 2021",,,,
4097,Boltund V (FST 249),Fusion-Strike,"0,30 €",398,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Boltund-V-V2,"12TH NOVEMBER, 2021",0.0,"1,77 €","1,74 €","2,00 €"
4098,Mew V (FST 251),Fusion-Strike,"32,00 €",178,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Mew-V-V3,"12TH NOVEMBER, 2021",0.0,"57,04 €","55,37 €","53,06 €"
4099,Grubbin (FST 018),Fusion-Strike,"0,02 €",6742,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Grubbin,"12TH NOVEMBER, 2021",,,,
4100,Fire Energy (FST 284),Fusion-Strike,"3,10 €",241,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Fire-Energy,"12TH NOVEMBER, 2021",303.0,"5,14 €","2,99 €","5,11 €"
4101,Toxtricity (FST 107),Fusion-Strike,"0,02 €",2441,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Toxtricity-V1,"12TH NOVEMBER, 2021",,,,
4102,Smeargle (FST 209),Fusion-Strike,"0,02 €",5892,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Smeargle,"12TH NOVEMBER, 2021",,,,
4103,Wigglytuff (FST 111),Fusion-Strike,"0,02 €",1608,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Wigglytuff,"12TH NOVEMBER, 2021",,,,
4104,Dragapult (FST 130),Fusion-Strike,"0,02 €",2574,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Dragapult-V1-FST130,"12TH NOVEMBER, 2021",,,,
4105,Snorlax (FST 206),Fusion-Strike,"0,02 €",2993,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Snorlax,"12TH NOVEMBER, 2021",,,,
4106,Cram-o-matic (FST 229),Fusion-Strike,"0,02 €",7170,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Cram-o-matic,"12TH NOVEMBER, 2021",,,,
4107,Arcanine (FST 033),Fusion-Strike,"0,02 €",1398,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Arcanine,"12TH NOVEMBER, 2021",,,,
4108,Latias (FST 193),Fusion-Strike,"0,02 €",1874,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Latias,"12TH NOVEMBER, 2021",,,,
4109,Shauna (FST 240),Fusion-Strike,"0,02 €",8151,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Shauna-V1,"12TH NOVEMBER, 2021",,,,
4110,Buneary (FST 212),Fusion-Strike,"0,02 €",5645,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Buneary,"12TH NOVEMBER, 2021",,,,
4111,Chandelure V (FST 247),Fusion-Strike,"1,00 €",348,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Chandelure-V-V2,"12TH NOVEMBER, 2021",0.0,"1,88 €","1,94 €","1,91 €"
4112,Galarian Cursola (FST 118),Fusion-Strike,"0,02 €",1708,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Galarian-Cursola,"12TH NOVEMBER, 2021",,,,
4113,Stufful (FST 150),Fusion-Strike,"0,02 €",5701,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Stufful,"12TH NOVEMBER, 2021",,,,
4114,Grass Energy (FST 283),Fusion-Strike,"2,50 €",260,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Grass-Energy,"12TH NOVEMBER, 2021",225.0,"5,73 €","7,00 €","6,17 €"
4115,Huntail (FST 066),Fusion-Strike,"0,02 €",1813,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Huntail,"12TH NOVEMBER, 2021",,,,
4116,Galarian Darumaka (FST 071),Fusion-Strike,"0,02 €",5981,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Galarian-Darumaka,"12TH NOVEMBER, 2021",,,,
4117,Gengar VMAX (FST 271),Fusion-Strike,"195,00 €",85,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Gengar-VMAX-V2,"12TH NOVEMBER, 2021",0.0,"486,74 €","456,63 €","427,86 €"
4118,Ninetales (FST 031),Fusion-Strike,"0,02 €",1421,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Ninetales-V2,"12TH NOVEMBER, 2021",,,,
4119,Mankey (FST 133),Fusion-Strike,"0,02 €",5673,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Mankey,"12TH NOVEMBER, 2021",,,,
4120,Golem (FST 137),Fusion-Strike,"0,02 €",1260,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Golem,"12TH NOVEMBER, 2021",,,,
4121,Lopunny (FST 213),Fusion-Strike,"0,02 €",3604,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Lopunny,"12TH NOVEMBER, 2021",,,,
4122,Tsareena V (FST 246),Fusion-Strike,"0,89 €",478,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Tsareena-V-V2-FST246,"12TH NOVEMBER, 2021",0.0,"1,58 €","1,64 €","1,88 €"
4123,Caterpie (FST 001),Fusion-Strike,"0,02 €",5688,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Caterpie,"12TH NOVEMBER, 2021",,,,
4124,Shelmet (FST 013),Fusion-Strike,"0,02 €",6343,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Shelmet,"12TH NOVEMBER, 2021",,,,
4125,Shinx (FST 091),Fusion-Strike,"0,02 €",6096,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Shinx-FST091,"12TH NOVEMBER, 2021",,,,
4126,Jigglypuff (FST 110),Fusion-Strike,"0,02 €",2521,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Jigglypuff,"12TH NOVEMBER, 2021",,,,
4127,Steelix (FST 139),Fusion-Strike,"0,02 €",2487,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Steelix,"12TH NOVEMBER, 2021",,,,
4128,Falinks (FST 155),Fusion-Strike,"0,02 €",6767,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Falinks-V2,"12TH NOVEMBER, 2021",,,,
4129,Training Court (FST 282),Fusion-Strike,"1,90 €",350,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Training-Court,"12TH NOVEMBER, 2021",0.0,"3,24 €","3,99 €","3,47 €"
4130,Simisear (FST 038),Fusion-Strike,"0,02 €",3571,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Simisear,"12TH NOVEMBER, 2021",,,,
4131,Pyukumuku (FST 077),Fusion-Strike,"0,02 €",3312,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Pyukumuku,"12TH NOVEMBER, 2021",,,,
4132,Meowth (FST 199),Fusion-Strike,"0,02 €",5534,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Meowth,"12TH NOVEMBER, 2021",,,,
4133,Mew V (FST 250),Fusion-Strike,"5,00 €",226,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Mew-V-V2,"12TH NOVEMBER, 2021",0.0,"11,80 €","11,23 €","10,43 €"
4134,Sidney (FST 264),Fusion-Strike,"0,90 €",439,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Sidney-V2,"12TH NOVEMBER, 2021",0.0,"1,81 €","1,33 €","2,18 €"
4135,Marill (FST 058),Fusion-Strike,"0,02 €",2552,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Marill,"12TH NOVEMBER, 2021",,,,
4136,Galarian Obstagoon (FST 161),Fusion-Strike,"0,02 €",2180,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Galarian-Obstagoon,"12TH NOVEMBER, 2021",,,,
4137,Power Tablet (FST 281),Fusion-Strike,"1,79 €",354,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Power-Tablet-V2-FST281,"12TH NOVEMBER, 2021",0.0,"2,71 €","2,20 €","2,95 €"
4138,Pansage (FST 007),Fusion-Strike,"0,02 €",6147,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Pansage,"12TH NOVEMBER, 2021",,,,
4139,Minun (FST 090),Fusion-Strike,"0,02 €",2714,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Minun,"12TH NOVEMBER, 2021",,,,
4140,Crabominable V (FST 248),Fusion-Strike,"0,50 €",457,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Crabominable-V-V2,"12TH NOVEMBER, 2021",0.0,"1,91 €","1,72 €","1,53 €"
4141,Schoolgirl (FST 262),Fusion-Strike,"1,25 €",280,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Schoolgirl-V2,"12TH NOVEMBER, 2021",0.0,"2,81 €","2,00 €","2,74 €"
4142,Feraligatr (FST 057),Fusion-Strike,"0,02 €",2041,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Feraligatr,"12TH NOVEMBER, 2021",,,,
4143,Chewtle (FST 080),Fusion-Strike,"0,02 €",6091,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Chewtle,"12TH NOVEMBER, 2021",,,,
4144,Deoxys (FST 120),Fusion-Strike,"0,02 €",3256,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Deoxys,"12TH NOVEMBER, 2021",,,,
4145,Darkrai (FST 167),Fusion-Strike,"0,02 €",1681,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Darkrai,"12TH NOVEMBER, 2021",,,,
4146,Klefki (FST 186),Fusion-Strike,"0,02 €",6663,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Klefki,"12TH NOVEMBER, 2021",,,,
4147,Goodra (FST 197),Fusion-Strike,"0,02 €",1733,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Goodra,"12TH NOVEMBER, 2021",,,,
4148,Leavanny (FST 011),Fusion-Strike,"0,02 €",1155,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Leavanny,"12TH NOVEMBER, 2021",,,,
4149,Voltorb (FST 087),Fusion-Strike,"0,02 €",3529,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Voltorb,"12TH NOVEMBER, 2021",,,,
4150,Landorus (FST 148),Fusion-Strike,"0,02 €",3821,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Landorus,"12TH NOVEMBER, 2021",,,,
4151,Latios (FST 194),Fusion-Strike,"0,02 €",2355,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Latios,"12TH NOVEMBER, 2021",,,,
4152,Metapod (FST 002),Fusion-Strike,"0,02 €",2877,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Metapod,"12TH NOVEMBER, 2021",,,,
4153,Dreepy (FST 128),Fusion-Strike,"0,02 €",2983,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Dreepy,"12TH NOVEMBER, 2021",,,,
4154,Absol (FST 164),Fusion-Strike,"0,02 €",1772,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Absol,"12TH NOVEMBER, 2021",,,,
4155,Sliggoo (FST 196),Fusion-Strike,"0,02 €",3439,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Sliggoo,"12TH NOVEMBER, 2021",,,,
4156,Swadloon (FST 010),Fusion-Strike,"0,02 €",1857,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Swadloon,"12TH NOVEMBER, 2021",,,,
4157,Virizion (FST 015),Fusion-Strike,"0,02 €",1904,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Virizion,"12TH NOVEMBER, 2021",,,,
4158,Pansear (FST 037),Fusion-Strike,"0,02 €",5975,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Pansear,"12TH NOVEMBER, 2021",,,,
4159,Cufant (FST 191),Fusion-Strike,"0,02 €",6009,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Cufant,"12TH NOVEMBER, 2021",,,,
4160,Clamperl (FST 065),Fusion-Strike,"0,02 €",2688,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Clamperl,"12TH NOVEMBER, 2021",,,,
4161,Sandshrew (FST 131),Fusion-Strike,"0,02 €",2685,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Sandshrew,"12TH NOVEMBER, 2021",,,,
4162,Impidimp (FST 176),Fusion-Strike,"0,02 €",2934,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Impidimp,"12TH NOVEMBER, 2021",,,,
4163,Grimmsnarl (FST 178),Fusion-Strike,"0,02 €",2410,Holo Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Grimmsnarl,"12TH NOVEMBER, 2021",,,,
4164,Inteleon VMAX (FST 266),Fusion-Strike,"19,99 €",162,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Inteleon-VMAX-V2,"12TH NOVEMBER, 2021",0.0,"23,67 €","28,00 €","45,52 €"
4165,Shellder (FST 050),Fusion-Strike,"0,02 €",5788,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Shellder,"12TH NOVEMBER, 2021",,,,
4166,Lapras (FST 054),Fusion-Strike,"0,02 €",1681,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Lapras,"12TH NOVEMBER, 2021",,,,
4167,Barraskewda (FST 083),Fusion-Strike,"0,02 €",1756,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Barraskewda,"12TH NOVEMBER, 2021",,,,
4168,Tynamo (FST 095),Fusion-Strike,"0,02 €",6696,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Tynamo,"12TH NOVEMBER, 2021",,,,
4169,Chansey (FST 202),Fusion-Strike,"0,02 €",3393,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Chansey,"12TH NOVEMBER, 2021",,,,
4170,Wooloo (FST 221),Fusion-Strike,"0,02 €",2877,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Wooloo-V1-FST221,"12TH NOVEMBER, 2021",,,,
4171,Fusion Strike Energy (FST 244),Fusion-Strike,"0,02 €",10204,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Fusion-Strike-Energy,"12TH NOVEMBER, 2021",,,,
4172,Greedent V (FST 257),Fusion-Strike,"6,90 €",265,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Greedent-V-V3,"12TH NOVEMBER, 2021",0.0,"10,99 €","11,11 €","10,47 €"
4173,Frosmoth (FST 085),Fusion-Strike,"0,02 €",3546,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Frosmoth,"12TH NOVEMBER, 2021",,,,
4174,Morpeko (FST 109),Fusion-Strike,"0,02 €",6302,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Morpeko-V1-FST109,"12TH NOVEMBER, 2021",,,,
4175,Makuhita (FST 142),Fusion-Strike,"0,02 €",5845,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Makuhita,"12TH NOVEMBER, 2021",,,,
4176,Flaaffy (FST 280),Fusion-Strike,"3,49 €",318,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Flaaffy,"12TH NOVEMBER, 2021",0.0,"4,66 €","4,83 €","5,93 €"
4177,Gorebyss (FST 067),Fusion-Strike,"0,02 €",1758,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Gorebyss,"12TH NOVEMBER, 2021",,,,
4178,Electrode (FST 088),Fusion-Strike,"0,02 €",2497,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Electrode-V1-FST088,"12TH NOVEMBER, 2021",,,,
4179,Primeape (FST 134),Fusion-Strike,"0,02 €",3726,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Primeape,"12TH NOVEMBER, 2021",,,,
4180,Gliscor (FST 141),Fusion-Strike,"0,02 €",3634,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Gliscor,"12TH NOVEMBER, 2021",,,,
4181,Croagunk (FST 165),Fusion-Strike,"0,02 €",2922,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Croagunk,"12TH NOVEMBER, 2021",,,,
4182,Trubbish (FST 168),Fusion-Strike,"0,02 €",2815,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Trubbish,"12TH NOVEMBER, 2021",,,,
4183,Skarmory (FST 182),Fusion-Strike,"0,02 €",5809,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Skarmory,"12TH NOVEMBER, 2021",,,,
4184,Delcatty (FST 211),Fusion-Strike,"0,02 €",1760,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Delcatty,"12TH NOVEMBER, 2021",,,,
4185,Genesect V (FST 254),Fusion-Strike,"1,98 €",275,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Genesect-V-V2,"12TH NOVEMBER, 2021",0.0,"3,74 €","3,98 €","3,33 €"
4186,Simisage (FST 008),Fusion-Strike,"0,02 €",3835,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Simisage,"12TH NOVEMBER, 2021",,,,
4187,Accelgor (FST 014),Fusion-Strike,"0,02 €",2380,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Accelgor,"12TH NOVEMBER, 2021",,,,
4188,Ninetales (FST 030),Fusion-Strike,"0,02 €",1655,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Ninetales-V1-FST030,"12TH NOVEMBER, 2021",,,,
